Wood Supply Region	Species	Pruning	Thinnning	Planting coverage	Owner size	Age (years)	TRV (m3/ha)	Thinnings (m3/ha)	Pruned logs (m3/ha)	Unpruned logs (m3/ha)	Pulplogs (m3/ha)	Unpruned thinnings (m3/ha)	Pulplog thinnings (m3/ha)
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	18	268	0	0	160	108		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	19	294	0	0	178	116		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	20	322	0	0	197	125		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	21	350	0	0	218	132		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	22	378	0	0	238	140		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	23	405	0	0	259	146		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	24	431	0	0	278	153		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	25	455	0	0	297	158		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	26	480	0	0	315	165		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	27	504	0	0	333	171		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	28	525	0	0	349	176		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	29	546	0	0	365	181		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	30	565	0	0	380	185		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	31	583	0	0	394	189		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	32	601	0	0	408	193		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	33	617	0	0	419	198		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	34	633	0	0	431	202		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	35	645	0	0	440	205		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	36	659	0	0	451	208		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	37	669	0	0	459	210		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	38	679	0	0	466	213		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	39	690	0	0	474	216		
Canterbury	Radiata pine	unpruned	All	planted post-1989	Small-scale forests	40	699	0	0	480	219		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	11	87	0	0	41	46		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	12	110	0	0	55	55		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	13	136	0	0	70	66		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	14	162	0	0	86	76		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	15	186	0	0	102	84		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	16	212	0	0	119	93		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	17	237	0	0	136	101		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	18	262	0	0	153	109		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	19	286	0	0	170	116		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	20	313	0	0	188	125		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	21	337	0	0	207	130		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	22	366	0	0	226	140		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	23	391	0	0	246	145		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	24	417	0	0	266	151		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	25	442	0	0	284	158		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	26	467	0	0	302	165		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	27	487	0	0	319	168		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	28	510	0	0	337	173		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	29	534	0	0	357	177		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	30	551	0	0	372	179		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	31	570	0	0	388	182		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	32	586	0	0	402	184		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	33	604	0	0	416	188		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	34	618	0	0	428	190		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	35	632	0	0	442	190		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	36	645	0	0	453	192		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	37	657	0	0	462	195		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	38	668	0	0	471	197		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	39	677	0	0	478	199		
Canterbury	Radiata pine	unpruned	All	planted pre-1990	Small-scale forests	40	685	0	0	484	201		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	11	3	0	0	1	2		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	12	6	0	0	2	4		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	13	9	0	0	3	6		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	14	14	0	0	5	9		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	15	20	0	0	8	12		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	16	27	0	0	11	16		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	17	36	0	0	16	20		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	18	46	0	0	22	24		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	19	57	0	0	28	29		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	20	71	0	0	37	34		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	21	86	0	0	46	40		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	22	101	0	0	56	45		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	23	118	0	0	68	50		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	24	135	0	0	80	55		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	25	154	0	0	94	60		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	26	173	0	0	108	65		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	27	194	0	0	124	70		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	28	215	0	0	140	75		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	29	237	0	0	158	79		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	30	259	0	0	176	83		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	31	282	0	0	195	87		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	32	305	0	0	214	91		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	33	323	0	0	229	94		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	34	345	0	0	253	92		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	35	370	0	0	279	91		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	36	393	0	0	301	92		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	37	418	0	0	324	94		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	38	440	0	0	347	93		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	39	466	0	0	368	98		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	40	489	0	0	394	95		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	41	511	0	0	416	95		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	42	536	0	0	440	96		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	43	562	0	0	463	99		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	44	586	0	0	488	98		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	45	611	0	0	511	100		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	46	635	0	0	535	100		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	47	663	0	0	560	103		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	48	687	0	0	581	106		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	49	713	0	0	605	108		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	50	733	0	0	625	108		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	51	754	0	0	645	109		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	52	778	0	0	668	110		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	53	802	0	0	691	111		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	54	822	0	0	711	111		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	55	847	0	0	734	113		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	56	866	0	0	753	113		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	57	883	0	0	769	114		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	58	903	0	0	790	113		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	59	929	0	0	811	118		
Otago	Douglas fir	NA	no production thinning	all stands	All sizes	60	940	0	0	823	117		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	11	6	0	0	0	6		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	12	10	0	0	0	10		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	13	16	0	0	1	15		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	14	23	0	0	1	22		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	15	31	0	0	2	29		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	16	42	0	0	4	38		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	17	55	0	0	7	48		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	18	69	0	0	11	58		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	19	85	0	0	17	68	3	7
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	20	102	0	0	24	78	3	7
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	21	119	0	0	32	87	3	7
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	22	138	0	0	43	95	3	7
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	23	161	0	0	55	106	3	7
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	24	182	0	0	73	109		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	25	203	0	0	94	109		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	26	226	0	0	118	108		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	27	250	0	0	140	110		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	28	273	0	0	166	107		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	29	298	0	0	191	107		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	30	322	0	0	216	106	8	8
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	31	165	0	0	117	48	8	8
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	32	182	0	0	134	48	8	8
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	33	199	0	0	152	47	8	8
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	34	216	0	0	169	47	8	8
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	35	235	0	0	188	47		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	36	253	0	0	205	48		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	37	273	0	0	225	48		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	38	291	0	0	244	47		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	39	310	0	0	263	47		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	40	330	0	0	283	47		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	41	351	0	0	302	49		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	42	372	0	0	322	50		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	43	392	0	0	341	51		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	44	413	0	0	361	52		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	45	433	0	0	381	52		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	46	457	0	0	403	54		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	47	477	0	0	423	54		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	48	499	0	0	444	55		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	49	523	0	0	466	57		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	50	544	0	0	486	58		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	51	563	0	0	506	57		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	52	587	0	0	528	59		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	53	607	0	0	547	60		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	54	630	0	0	570	60		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	55	652	0	0	590	62		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	56	671	0	0	609	62		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	57	694	0	0	632	62		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	58	716	0	0	652	64		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	59	740	0	0	675	65		
Otago	Douglas fir	NA	with production thinning	all stands	All sizes	60	758	0	0	692	66		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	11	38	0	9	16	13		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	12	53	0	12	24	17		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	13	73	0	17	34	22		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	14	95	0	22	46	27		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	15	119	0	28	59	32		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	16	145	0	34	74	37		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	17	173	0	40	91	42		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	18	202	0	47	108	47		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	19	233	0	54	127	52		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	20	268	0	54	151	63		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	21	298	0	64	169	65		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	22	330	0	73	191	66		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	23	362	0	83	209	70		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	24	393	0	91	230	72		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	25	426	0	100	251	75		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	26	458	0	110	270	78		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	27	490	0	119	291	80		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	28	521	0	127	313	81		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	29	553	0	136	333	84		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	30	585	0	142	356	87		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	31	615	0	148	377	90		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	32	645	0	155	398	92		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	33	675	0	162	419	94		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	34	704	0	169	440	95		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	35	734	0	174	463	97		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	36	762	0	179	485	98		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	37	792	0	185	506	101		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	38	820	0	191	524	105		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	39	849	0	196	547	106		
Otago	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	40	875	0	202	566	107		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	11	30	0	7	13	10		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	12	45	0	11	20	14		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	13	63	0	15	29	19		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	14	81	0	19	39	23		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	15	103	0	24	51	28		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	16	126	0	29	64	33		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	17	151	0	35	78	38		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	18	178	0	41	94	43		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	19	205	0	47	110	48		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	20	231	0	45	131	55		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	21	261	0	54	148	59		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	22	291	0	62	167	62		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	23	321	0	70	184	67		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	24	350	0	78	202	70		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	25	383	0	86	223	74		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	26	414	0	95	240	79		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	27	444	0	103	258	83		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	28	475	0	111	278	86		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	29	504	0	118	297	89		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	30	536	0	124	319	93		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	31	563	0	130	338	95		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	32	590	0	135	357	98		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	33	617	0	141	376	100		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	34	644	0	146	395	103		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	35	670	0	150	415	105		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	36	698	0	155	435	108		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	37	724	0	159	454	111		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	38	749	0	164	471	114		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	39	775	0	168	491	116		
Otago	Radiata pine	Pruned	All	planted between 1982 and 1989	All sizes	40	800	0	173	508	119		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	11	17	0	4	7	6		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	12	26	0	6	11	9		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	13	38	0	9	17	12		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	14	52	0	12	24	16		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	15	68	0	16	33	19		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	16	87	0	20	43	24		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	17	106	0	24	54	28		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	18	127	0	29	66	32		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	19	149	0	34	79	36		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	20	171	0	39	92	40		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	21	194	0	38	110	46		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	22	219	0	46	124	49		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	23	244	0	52	140	52		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	24	269	0	59	154	56		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	25	293	0	65	169	59		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	26	321	0	72	187	62		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	27	347	0	80	201	66		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	28	371	0	86	216	69		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	29	398	0	93	233	72		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	30	423	0	99	249	75		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	31	448	0	103	267	78		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	32	472	0	109	283	80		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	33	494	0	113	299	82		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	34	517	0	118	315	84		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	35	539	0	122	331	86		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	36	562	0	126	348	88		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	37	583	0	129	364	90		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	38	606	0	133	380	93		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	39	627	0	137	394	96		
Otago	Radiata pine	Pruned	All	planted pre-1982	All sizes	40	649	0	141	411	97		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	11	38	0	9	16	13		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	12	53	0	12	24	17		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	13	73	0	17	34	22		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	14	95	0	22	46	27		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	15	119	0	28	59	32		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	16	145	0	34	74	37		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	17	173	0	40	91	42		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	18	202	0	47	108	47		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	19	233	0	54	127	52		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	20	268	0	54	151	63		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	21	298	0	64	169	65		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	22	330	0	73	191	66		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	23	362	0	83	209	70		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	24	393	0	91	230	72		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	25	426	0	100	251	75		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	26	458	0	110	270	78		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	27	490	0	119	291	80		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	28	521	0	127	313	81		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	29	553	0	136	333	84		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	30	585	0	142	356	87		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	31	615	0	148	377	90		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	32	645	0	155	398	92		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	33	675	0	162	419	94		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	34	704	0	169	440	95		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	35	734	0	174	463	97		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	36	762	0	179	485	98		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	37	792	0	185	506	101		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	38	820	0	191	524	105		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	39	849	0	196	547	106		
Otago	Radiata pine	Pruned	with production thinning	planted post-1989	All sizes	40	875	0	202	566	107		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	11	35	0	0	9	26		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	12	50	0	0	25	25		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	13	68	0	0	35	33		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	14	89	0	0	48	41		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	15	111	0	0	62	49		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	16	135	0	0	78	57		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	17	162	0	0	96	66		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	18	189	0	0	115	74		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	19	218	0	0	136	82		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	20	249	0	0	158	91		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	21	278	0	0	179	99		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	22	309	0	0	202	107		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	23	339	0	0	225	114		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	24	369	0	0	249	120		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	25	399	0	0	272	127		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	26	430	0	0	296	134		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	27	461	0	0	321	140		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	28	492	0	0	349	143		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	29	523	0	0	374	149		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	30	554	0	0	399	155		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	31	584	0	0	426	158		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	32	615	0	0	453	162		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	33	645	0	0	480	165		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	34	674	0	0	505	169		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	35	705	0	0	531	174		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	36	733	0	0	556	177		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	37	763	0	0	582	181		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	38	790	0	0	605	185		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	39	819	0	0	630	189		
Otago	Radiata pine	Unpruned	All	planted post-1989	All sizes	40	845	0	0	653	192		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	11	33	0	0	0	33		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	12	46	0	0	21	25		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	13	62	0	0	30	32		
